race_id,driver_id,races_with_lap_data_previous_3,avg_lap_time_previous_3_races,best_lap_time_previous_3_races,lap_time_std_previous_3_races,avg_race_pace_rank_previous_3_races,avg_completed_laps_previous_3_races
2018_16,vettel,3,97.93933333333332,82.505,10.943465031190485,3.3333333333333335,52.666666666666664
2018_16,raikkonen,3,100.84999999999998,83.515,12.869619911507355,9.333333333333334,40.666666666666664
2018_16,max_verstappen,3,97.96666666666665,83.60900000000001,10.258289146939761,5.0,52.666666666666664
2018_16,ricciardo,3,99.35133333333333,85.69200000000001,9.976731640282908,12.0,37.333333333333336
2018_16,leclerc,3,,,10.717500000000001,9.5,56.0
2018_16,kevin_magnussen,3,97.87,83.768,10.271191394705223,4.333333333333333,51.666666666666664
2018_16,ocon,3,,84.243,11.917500000000004,9.0,48.5
2018_16,perez,3,99.21600000000001,84.179,10.689368456555327,10.333333333333334,52.333333333333336
2018_16,grosjean,3,,105.904,1.1895000000000024,12.0,52.333333333333336
2018_16,hulkenberg,3,,,10.660500000000006,17.5,56.0
2018_16,ericsson,3,99.54333333333334,84.767,10.547082577134255,12.0,51.666666666666664
2018_16,alonso,3,,,8.967500000000001,10.5,35.0
2018_16,stroll,3,99.79200000000002,84.056,11.20605196608809,14.0,51.666666666666664
2018_16,vandoorne,3,99.67166666666667,84.504,10.81465932067313,13.333333333333334,51.666666666666664
2018_16,sainz,3,99.13666666666667,83.529,11.126263653576116,9.0,52.0
2018_16,sirotkin,3,99.865,84.58,10.88733358847182,14.333333333333334,51.333333333333336
2018_16,gasly,3,99.57,84.059,11.016268182404904,12.333333333333334,52.0
