race_id,driver_id,telemetry_races_previous_3,avg_speed_previous_3_races,max_speed_previous_3_races,avg_throttle_previous_3_races,avg_brake_previous_3_races,avg_drs_previous_3_races,drs_usage_rate_previous_3_races,avg_distance_previous_3_races
2018_15,vandoorne,3,222.68366666666665,246.79,0.0,0.0,0.0,0.0,48.0
2018_15,gasly,3,224.45899999999997,248.097,0.0,0.0,0.0,0.0,55.333333333333336
2018_15,stroll,3,223.20766666666668,248.106,0.0,0.0,0.0,0.0,54.333333333333336
2018_15,grosjean,2,211.8905,232.856,0.0,0.0,0.0,0.0,55.333333333333336
2018_15,perez,3,223.48499999999999,247.743,0.0,0.0,0.0,0.0,55.333333333333336
2018_15,brendon_hartley,3,220.81300000000002,239.685,0.0,0.0,0.0,0.0,56.0
2018_15,kevin_magnussen,3,225.516,248.959,0.0,0.0,0.0,0.0,55.0
2018_15,sirotkin,3,222.02166666666668,246.568,0.0,0.0,0.0,0.0,54.333333333333336
2018_15,ocon,3,223.71866666666665,247.555,0.0,0.0,0.0,0.0,55.333333333333336
2018_16,hamilton,3,222.05533333333332,252.794,0.0,0.0,0.0,0.0,52.666666666666664
