race_id,driver_id,qualifying_position,q1_seconds,q2_seconds,q3_seconds,best_qualifying_seconds,reached_q2,reached_q3,qualifying_gap_to_pole_seconds
2022_13,russell,1,78.407,78.154,77.377,77.377,1,1,0.0
2022_13,sainz,2,78.434,77.946,77.42099999999999,77.42099999999999,1,1,0.04399999999999693
2022_13,leclerc,3,78.806,77.768,77.56700000000001,77.56700000000001,1,1,0.19000000000001194
2022_13,norris,4,78.65299999999999,78.121,77.769,77.769,1,1,0.3920000000000101
2022_13,ocon,5,78.866,78.21600000000001,78.018,78.018,1,1,0.6410000000000053
2022_13,alonso,6,78.71600000000001,77.904,78.078,77.904,1,1,0.527000000000001
2022_13,hamilton,7,78.374,78.035,78.142,78.035,1,1,0.6580000000000013
2022_13,bottas,8,78.935,78.445,78.157,78.157,1,1,0.7800000000000011
2022_13,ricciardo,9,78.775,78.19800000000001,78.379,78.19800000000001,1,1,0.8210000000000122
2022_13,max_verstappen,10,78.509,77.703,78.82300000000001,77.703,1,1,0.3260000000000076
2022_13,perez,11,79.118,78.51599999999999,,78.51599999999999,1,0,1.1389999999999958
2022_13,zhou,12,78.973,78.57300000000001,,78.57300000000001,1,0,1.1960000000000122
2022_13,kevin_magnussen,13,78.993,78.825,,78.825,1,0,1.4480000000000075
2022_13,stroll,14,79.205,79.137,,79.137,1,0,1.7600000000000051
2022_13,mick_schumacher,15,79.164,79.202,,79.164,1,0,1.7870000000000061
2022_13,tsunoda,16,79.24,,,79.24,0,0,1.8629999999999995
2022_13,albon,17,79.256,,,79.256,0,0,1.8790000000000049
2022_13,vettel,18,79.273,,,79.273,0,0,1.8960000000000008
2022_13,gasly,19,79.527,,,79.527,0,0,2.1500000000000057
2022_13,latifi,20,79.57,,,79.57,0,0,2.192999999999998
2022_14,max_verstappen,1,104.581,104.723,103.66499999999999,103.66499999999999,1,1,0.0
2022_14,sainz,2,105.05,105.418,104.297,104.297,1,1,0.632000000000005
2022_14,perez,3,105.37700000000001,104.794,104.462,104.462,1,1,0.7970000000000113
2022_14,leclerc,4,105.572,104.551,104.553,104.551,1,1,0.8860000000000099
2022_14,ocon,5,106.039,105.475,105.18,105.18,1,1,1.5150000000000148
2022_14,alonso,6,106.075,105.55199999999999,105.368,105.368,1,1,1.703000000000003
2022_14,hamilton,7,105.73599999999999,105.42,105.503,105.42,1,1,1.7550000000000097
2022_14,russell,8,105.65,105.461,105.77600000000001,105.461,1,1,1.7960000000000065
2022_14,albon,9,105.672,105.675,105.837,105.672,1,1,2.007000000000005
2022_14,norris,10,105.745,105.60300000000001,106.178,105.60300000000001,1,1,1.9380000000000166
2022_14,ricciardo,11,106.212,105.767,,105.767,1,0,2.102000000000004
2022_14,gasly,12,106.18299999999999,105.827,,105.827,1,0,2.162000000000006
2022_14,zhou,13,106.178,106.08500000000001,,106.08500000000001,1,0,2.420000000000016
2022_14,stroll,14,106.256,106.61099999999999,,106.256,1,0,2.591000000000008
2022_14,mick_schumacher,15,106.342,107.718,,106.342,1,0,2.6770000000000067
2022_14,vettel,16,106.344,,,106.344,0,0,2.679000000000002
2022_14,latifi,17,106.40100000000001,,,106.40100000000001,0,0,2.7360000000000184
2022_14,kevin_magnussen,18,106.557,,,106.557,0,0,2.89200000000001
2022_14,tsunoda,19,106.69200000000001,,,106.69200000000001,0,0,3.0270000000000152
2022_14,bottas,20,107.866,,,107.866,0,0,4.201000000000008
2022_15,max_verstappen,1,71.31700000000001,70.92699999999999,70.342,70.342,1,1,0.0
2022_15,leclerc,2,71.443,70.988,70.363,70.363,1,1,0.021000000000000796
2022_15,sainz,3,71.767,70.814,70.434,70.434,1,1,0.09199999999999875
2022_15,hamilton,4,71.331,71.075,70.648,70.648,1,1,0.3059999999999974
2022_15,perez,5,71.641,71.314,71.077,71.077,1,1,0.7349999999999994
2022_15,russell,6,71.561,70.824,71.147,70.824,1,1,0.4819999999999993
2022_15,norris,7,71.556,71.116,71.174,71.116,1,1,0.7740000000000009
2022_15,mick_schumacher,8,71.741,71.42,71.44200000000001,71.42,1,1,1.078000000000003
2022_15,tsunoda,9,71.42699999999999,71.428,72.556,71.42699999999999,1,1,1.0849999999999937
2022_15,stroll,10,71.568,71.416,,71.416,1,0,1.073999999999998
2022_15,gasly,11,71.705,71.512,,71.512,1,0,1.1700000000000017
2022_15,ocon,12,71.748,71.605,,71.605,1,0,1.2630000000000052
2022_15,alonso,13,71.667,71.613,,71.613,1,0,1.2710000000000008
2022_15,zhou,14,71.826,71.70400000000001,,71.70400000000001,1,0,1.362000000000009
2022_15,albon,15,71.695,71.80199999999999,,71.695,1,0,1.3529999999999944
2022_15,bottas,16,71.961,,,71.961,0,0,1.6189999999999998
2022_15,ricciardo,17,72.081,,,72.081,0,0,1.7390000000000043
2022_15,kevin_magnussen,18,72.319,,,72.319,0,0,1.9770000000000039
2022_15,vettel,19,72.391,,,72.391,0,0,2.0490000000000066
2022_15,latifi,20,73.353,,,73.353,0,0,3.0109999999999957
2022_16,leclerc,1,81.28,81.208,80.161,80.161,1,1,0.0
2022_16,max_verstappen,2,80.922,81.265,80.306,80.306,1,1,0.14499999999999602
2022_16,sainz,3,81.348,80.878,80.429,80.429,1,1,0.2680000000000007
2022_16,perez,4,81.495,81.358,81.206,81.206,1,1,1.0450000000000017
2022_16,hamilton,5,82.048,81.708,81.524,81.524,1,1,1.3629999999999995
2022_16,russell,6,81.785,81.747,81.542,81.542,1,1,1.3810000000000002
2022_16,norris,7,82.13,81.831,81.584,81.584,1,1,1.4230000000000018
2022_16,ricciardo,8,82.139,81.855,81.925,81.855,1,1,1.6940000000000026
2022_16,gasly,9,82.01,82.062,82.648,82.01,1,1,1.8490000000000038
2022_16,alonso,10,82.089,81.861,,81.861,1,0,1.7000000000000028
2022_16,ocon,11,82.166,82.13,,82.13,1,0,1.968999999999994
2022_16,bottas,12,82.254,82.235,,82.235,1,0,2.073999999999998
2022_16,de_vries,13,82.56700000000001,82.471,,82.471,1,0,2.3100000000000023
2022_16,zhou,14,82.003,82.577,,82.003,1,0,1.8419999999999987
2022_16,tsunoda,15,82.02,,,82.02,0,0,1.8589999999999947
2022_16,latifi,16,82.587,,,82.587,0,0,2.426000000000002
2022_16,vettel,17,82.636,,,82.636,0,0,2.4749999999999943
2022_16,stroll,18,82.748,,,82.748,0,0,2.5870000000000033
2022_16,kevin_magnussen,19,82.908,,,82.908,0,0,2.747
2022_16,mick_schumacher,20,83.005,,,83.005,0,0,2.843999999999994
2022_17,leclerc,1,114.12899999999999,112.343,109.412,109.412,1,1,0.0
2022_17,perez,2,114.404,112.818,109.434,109.434,1,1,0.02199999999999136
2022_17,hamilton,3,113.161,112.691,109.46600000000001,109.46600000000001,1,1,0.054000000000002046
2022_17,sainz,4,114.559,113.219,109.583,109.583,1,1,0.17099999999999227
2022_17,alonso,5,115.36,113.12700000000001,109.96600000000001,109.96600000000001,1,1,0.554000000000002
2022_17,norris,6,115.914,113.94200000000001,110.584,110.584,1,1,1.171999999999997
2022_17,gasly,7,115.606,113.54599999999999,111.211,111.211,1,1,1.7989999999999924
2022_17,max_verstappen,8,113.057,112.723,111.39500000000001,111.39500000000001,1,1,1.983000000000004
2022_17,kevin_magnussen,9,115.10300000000001,114.006,111.57300000000001,111.57300000000001,1,1,2.1610000000000014
2022_17,tsunoda,10,115.314,113.848,111.983,111.983,1,1,2.570999999999998
2022_17,russell,11,114.63300000000001,114.012,,114.012,1,0,4.599999999999994
2022_17,stroll,12,115.62899999999999,114.211,,114.211,1,0,4.798999999999992
2022_17,mick_schumacher,13,115.73599999999999,114.37,,114.37,1,0,4.957999999999998
2022_17,vettel,14,115.602,114.38,,114.38,1,0,4.967999999999989
2022_17,zhou,15,115.375,115.518,,115.375,1,0,5.962999999999994
2022_17,bottas,16,116.083,,,116.083,0,0,6.670999999999992
2022_17,ricciardo,17,116.226,,,116.226,0,0,6.813999999999993
2022_17,ocon,18,116.337,,,116.337,0,0,6.924999999999997
2022_17,albon,19,116.985,,,116.985,0,0,7.572999999999993
2022_17,latifi,20,117.532,,,117.532,0,0,8.11999999999999
2022_18,max_verstappen,1,90.224,90.346,89.304,89.304,1,1,0.0
2022_18,leclerc,2,90.402,90.486,89.314,89.314,1,1,0.009999999999990905
2022_18,sainz,3,90.336,90.444,89.361,89.361,1,1,0.05700000000000216
2022_18,perez,4,90.622,89.925,89.709,89.709,1,1,0.40500000000000114
2022_18,ocon,5,90.696,90.357,90.16499999999999,90.16499999999999,1,1,0.86099999999999
2022_18,hamilton,6,90.906,90.443,90.261,90.261,1,1,0.9569999999999936
2022_18,alonso,7,90.60300000000001,90.343,90.322,90.322,1,1,1.0180000000000007
2022_18,russell,8,90.865,90.465,90.389,90.389,1,1,1.0849999999999937
2022_18,vettel,9,91.256,90.656,90.554,90.554,1,1,1.25
2022_18,norris,10,90.881,90.473,91.003,90.473,1,1,1.168999999999997
2022_18,ricciardo,11,90.88,90.65899999999999,,90.65899999999999,1,0,1.3549999999999898
2022_18,bottas,12,91.226,90.709,,90.709,1,0,1.4050000000000011
2022_18,tsunoda,13,91.13,90.80799999999999,,90.80799999999999,1,0,1.5039999999999907
2022_18,zhou,14,90.894,90.953,,90.894,1,0,1.5900000000000034
2022_18,mick_schumacher,15,91.152,91.439,,91.152,1,0,1.847999999999999
2022_18,albon,16,91.311,,,91.311,0,0,2.007000000000005
2022_18,gasly,17,91.322,,,91.322,0,0,2.0180000000000007
2022_18,kevin_magnussen,18,91.352,,,91.352,0,0,2.048000000000002
2022_18,stroll,19,91.419,,,91.419,0,0,2.114999999999995
2022_18,latifi,20,91.511,,,91.511,0,0,2.2069999999999936
2022_19,sainz,1,95.297,95.59,94.356,94.356,1,1,0.0
2022_19,leclerc,2,95.795,95.24600000000001,94.42099999999999,94.42099999999999,1,1,0.06499999999999773
2022_19,max_verstappen,3,95.864,95.294,94.44800000000001,94.44800000000001,1,1,0.09200000000001296
2022_19,perez,4,96.163,95.864,94.64500000000001,94.64500000000001,1,1,0.2890000000000157
2022_19,hamilton,5,96.148,95.732,94.947,94.947,1,1,0.5910000000000082
2022_19,russell,6,96.195,95.69200000000001,94.988,94.988,1,1,0.632000000000005
2022_19,stroll,7,96.86,96.032,95.598,95.598,1,1,1.2420000000000044
2022_19,norris,8,96.465,96.34100000000001,95.69,95.69,1,1,1.3340000000000032
2022_19,alonso,9,96.446,95.988,95.876,95.876,1,1,1.5200000000000102
2022_19,bottas,10,96.74600000000001,96.321,96.319,96.319,1,1,1.963000000000008
2022_19,albon,11,96.932,96.368,,96.368,1,0,2.0120000000000005
2022_19,vettel,12,96.695,96.398,,96.398,1,0,2.0420000000000016
2022_19,gasly,13,96.577,96.74000000000001,,96.577,1,0,2.2210000000000036
2022_19,zhou,14,96.656,96.97,,96.656,1,0,2.3000000000000114
2022_19,tsunoda,15,96.80799999999999,97.14699999999999,,96.80799999999999,1,0,2.451999999999998
2022_19,kevin_magnussen,16,96.949,,,96.949,0,0,2.5930000000000035
2022_19,ricciardo,17,97.04599999999999,,,97.04599999999999,0,0,2.6899999999999977
2022_19,ocon,18,97.068,,,97.068,0,0,2.7120000000000033
2022_19,mick_schumacher,19,97.11099999999999,,,97.11099999999999,0,0,2.7549999999999955
2022_19,latifi,20,97.244,,,97.244,0,0,2.8880000000000052
2022_20,max_verstappen,1,79.22200000000001,78.566,77.775,77.775,1,1,0.0
2022_20,russell,2,79.583,78.565,78.07900000000001,78.07900000000001,1,1,0.30400000000000205
2022_20,hamilton,3,79.169,78.55199999999999,78.084,78.084,1,1,0.3089999999999975
2022_20,perez,4,79.706,78.615,78.128,78.128,1,1,0.35299999999999443
2022_20,sainz,5,79.566,78.56,78.351,78.351,1,1,0.5759999999999934
2022_20,bottas,6,79.523,78.762,78.401,78.401,1,1,0.6259999999999906
2022_20,leclerc,7,79.505,79.10900000000001,78.555,78.555,1,1,0.7800000000000011
2022_20,norris,8,79.857,79.119,78.721,78.721,1,1,0.945999999999998
2022_20,alonso,9,80.006,79.27199999999999,78.939,78.939,1,1,1.1639999999999873
2022_20,ocon,10,79.945,79.081,79.01,79.01,1,1,1.2349999999999994
2022_20,ricciardo,11,80.279,79.325,,79.325,1,0,1.5499999999999972
2022_20,zhou,12,80.283,79.476,,79.476,1,0,1.7009999999999934
2022_20,tsunoda,13,79.907,79.589,,79.589,1,0,1.813999999999993
2022_20,gasly,14,80.256,79.672,,79.672,1,0,1.8969999999999914
2022_20,kevin_magnussen,15,80.293,79.833,,79.833,1,0,2.0579999999999927
2022_20,mick_schumacher,16,80.419,,,80.419,0,0,2.6439999999999912
2022_20,vettel,17,80.419,,,80.419,0,0,2.6439999999999912
2022_20,stroll,18,80.52,,,80.52,0,0,2.7449999999999903
2022_20,albon,19,80.85900000000001,,,80.85900000000001,0,0,3.084000000000003
2022_20,latifi,20,81.167,,,81.167,0,0,3.391999999999996
2022_21,kevin_magnussen,1,73.95400000000001,71.41,71.674,71.41,1,1,0.5289999999999964
2022_21,max_verstappen,2,73.625,70.881,71.877,70.881,1,1,0.0
2022_21,russell,3,74.42699999999999,71.318,72.059,71.318,1,1,0.4369999999999976
2022_21,norris,4,73.106,71.377,72.263,71.377,1,1,0.4959999999999951
2022_21,sainz,5,74.68,70.89,72.357,70.89,1,1,0.009000000000000341
2022_21,ocon,6,74.663,71.587,72.425,71.587,1,1,0.7060000000000031
2022_21,alonso,7,73.542,71.394,72.504,71.394,1,1,0.5130000000000052
2022_21,hamilton,8,73.403,71.539,72.611,71.539,1,1,0.6580000000000013
2022_21,perez,9,73.613,71.456,75.601,71.456,1,1,0.5750000000000028
2022_21,leclerc,10,74.486,70.95,,70.95,1,0,0.06900000000000261
2022_21,albon,11,74.324,71.631,,71.631,1,0,0.75
2022_21,gasly,12,74.371,71.675,,71.675,1,0,0.7939999999999969
2022_21,vettel,13,73.597,71.678,,71.678,1,0,0.796999999999997
2022_21,ricciardo,14,74.931,72.14,,72.14,1,0,1.2590000000000003
2022_21,stroll,15,74.398,72.21000000000001,,72.21000000000001,1,0,1.3290000000000077
2022_21,latifi,16,75.095,,,75.095,0,0,4.213999999999999
2022_21,zhou,17,75.197,,,75.197,0,0,4.3160000000000025
2022_21,bottas,18,75.486,,,75.486,0,0,4.605000000000004
2022_21,tsunoda,19,76.264,,,76.264,0,0,5.382999999999996
2022_21,mick_schumacher,20,76.361,,,76.361,0,0,5.480000000000004
2022_22,max_verstappen,1,84.754,84.622,83.824,83.824,1,1,0.0
2022_22,perez,2,84.82,84.419,84.05199999999999,84.05199999999999,1,1,0.22799999999999443
2022_22,leclerc,3,85.211,84.517,84.092,84.092,1,1,0.2680000000000007
2022_22,sainz,4,85.09,84.521,84.242,84.242,1,1,0.41800000000000637
2022_22,hamilton,5,85.594,84.774,84.508,84.508,1,1,0.6839999999999975
2022_22,russell,6,85.545,84.94,84.511,84.511,1,1,0.6869999999999976
2022_22,norris,7,85.387,84.90299999999999,84.769,84.769,1,1,0.9450000000000074
2022_22,ocon,8,85.735,85.007,84.83,84.83,1,1,1.0060000000000002
2022_22,vettel,9,85.523,84.974,84.961,84.961,1,1,1.1370000000000005
2022_22,ricciardo,10,85.76599999999999,85.068,85.045,85.045,1,1,1.2210000000000036
2022_22,alonso,11,85.782,85.096,,85.096,1,0,1.2720000000000056
2022_22,tsunoda,12,85.63,85.219,,85.219,1,0,1.394999999999996
2022_22,mick_schumacher,13,85.711,85.225,,85.225,1,0,1.4009999999999962
2022_22,stroll,14,85.741,85.35900000000001,,85.35900000000001,1,0,1.5350000000000108
2022_22,zhou,15,85.594,85.408,,85.408,1,0,1.5840000000000032
2022_22,kevin_magnussen,16,85.834,,,85.834,0,0,2.010000000000005
2022_22,gasly,17,85.85900000000001,,,85.85900000000001,0,0,2.035000000000011
2022_22,bottas,18,85.892,,,85.892,0,0,2.067999999999998
2022_22,albon,19,86.02799999999999,,,86.02799999999999,0,0,2.2039999999999935
2022_22,latifi,20,86.054,,,86.054,0,0,2.230000000000004
2023_01,max_verstappen,1,91.295,90.503,89.708,89.708,1,1,0.0
2023_01,perez,2,91.479,90.746,89.846,89.846,1,1,0.13800000000000523
2023_01,leclerc,3,91.094,90.282,90.0,90.0,1,1,0.2920000000000016
2023_01,sainz,4,90.993,90.515,90.154,90.154,1,1,0.44599999999999795
2023_01,alonso,5,91.158,90.645,90.336,90.336,1,1,0.6280000000000001
2023_01,russell,6,91.057,90.507,90.34,90.34,1,1,0.632000000000005
2023_01,hamilton,7,91.543,90.513,90.384,90.384,1,1,0.6760000000000019
2023_01,stroll,8,91.184,91.127,90.836,90.836,1,1,1.1280000000000001
2023_01,ocon,9,91.508,90.914,90.98400000000001,90.914,1,1,1.206000000000003
2023_01,hulkenberg,10,91.20400000000001,90.809,,90.809,1,0,1.100999999999999
2023_01,norris,11,91.652,91.381,,91.381,1,0,1.6730000000000018
2023_01,bottas,12,91.504,91.443,,91.443,1,0,1.7349999999999994
2023_01,zhou,13,91.615,91.473,,91.473,1,0,1.7650000000000006
2023_01,tsunoda,14,91.4,92.50999999999999,,91.4,1,0,1.6920000000000073
2023_01,albon,15,91.461,,,91.461,0,0,1.7530000000000001
2023_01,sargeant,16,91.652,,,91.652,0,0,1.9440000000000026
2023_01,kevin_magnussen,17,91.892,,,91.892,0,0,2.1839999999999975
2023_01,piastri,18,92.101,,,92.101,0,0,2.3930000000000007
2023_01,de_vries,19,92.12100000000001,,,92.12100000000001,0,0,2.413000000000011
2023_01,gasly,20,92.181,,,92.181,0,0,2.472999999999999
2023_02,perez,1,89.244,88.635,88.265,88.265,1,1,0.0
2023_02,leclerc,2,89.376,88.90299999999999,88.42,88.42,1,1,0.15500000000000114
2023_02,alonso,3,89.298,88.757,88.73,88.73,1,1,0.4650000000000034
2023_02,russell,4,89.592,89.132,88.857,88.857,1,1,0.5919999999999987
2023_02,sainz,5,89.411,88.957,88.931,88.931,1,1,0.6659999999999968
2023_02,stroll,6,89.33500000000001,88.962,88.945,88.945,1,1,0.6799999999999926
2023_02,ocon,7,89.707,89.255,89.078,89.078,1,1,0.8130000000000024
2023_02,hamilton,8,89.689,89.374,89.223,89.223,1,1,0.9579999999999984
2023_02,piastri,9,89.706,89.378,89.243,89.243,1,1,0.9779999999999944
2023_02,gasly,10,89.89,89.411,89.357,89.357,1,1,1.0919999999999987
2023_02,hulkenberg,11,89.547,89.451,,89.451,1,0,1.1859999999999928
2023_02,zhou,12,89.654,89.461,,89.461,1,0,1.195999999999998
2023_02,kevin_magnussen,13,89.744,89.634,,89.634,1,0,1.3689999999999998
2023_02,bottas,14,89.929,89.668,,89.668,1,0,1.4030000000000058
2023_02,max_verstappen,15,88.761,109.953,,88.761,1,0,0.4959999999999951
2023_02,tsunoda,16,89.939,,,89.939,0,0,1.6739999999999924
2023_02,albon,17,89.994,,,89.994,0,0,1.7289999999999992
2023_02,de_vries,18,90.244,,,90.244,0,0,1.9789999999999992
2023_02,norris,19,90.447,,,90.447,0,0,2.182000000000002
2023_02,sargeant,20,128.51,,,128.51,0,0,40.24499999999999
2023_03,max_verstappen,1,77.384,77.056,76.732,76.732,1,1,0.0
2023_03,russell,2,77.654,77.513,76.968,76.968,1,1,0.2360000000000042
2023_03,hamilton,3,77.689,77.551,77.104,77.104,1,1,0.3719999999999999
2023_03,alonso,4,77.832,77.283,77.139,77.139,1,1,0.4069999999999965
2023_03,sainz,5,77.928,77.349,77.27,77.27,1,1,0.5379999999999967
2023_03,stroll,6,77.873,77.616,77.30799999999999,77.30799999999999,1,1,0.5759999999999934
2023_03,leclerc,7,78.218,77.39,77.369,77.369,1,1,0.6370000000000005
2023_03,albon,8,77.962,77.761,77.60900000000001,77.60900000000001,1,1,0.8770000000000095
2023_03,gasly,9,78.312,77.574,77.675,77.574,1,1,0.8419999999999987
2023_03,hulkenberg,10,78.029,77.412,77.735,77.412,1,1,0.6800000000000068
2023_03,ocon,11,77.77,77.768,,77.768,1,0,1.0360000000000014
2023_03,tsunoda,12,78.471,78.099,,78.099,1,0,1.3670000000000044
2023_03,norris,13,78.243,78.119,,78.119,1,0,1.3870000000000005
2023_03,kevin_magnussen,14,78.15899999999999,78.129,,78.129,1,0,1.3970000000000056
2023_03,de_vries,15,78.45,78.33500000000001,,78.33500000000001,1,0,1.6030000000000086
2023_03,piastri,16,78.517,,,78.517,0,0,1.7849999999999966
2023_03,zhou,17,78.53999999999999,,,78.53999999999999,0,0,1.8079999999999927
2023_03,sargeant,18,78.557,,,78.557,0,0,1.8250000000000028
2023_03,bottas,19,78.714,,,78.714,0,0,1.9819999999999993
2023_03,perez,20,,,,,0,0,
2023_04,leclerc,1,101.269,101.037,100.203,100.203,1,1,0.0
2023_04,max_verstappen,2,101.398,100.822,100.39099999999999,100.39099999999999,1,1,0.18799999999998818
2023_04,perez,3,101.756,101.131,100.495,100.495,1,1,0.2920000000000016
2023_04,sainz,4,102.197,101.369,101.01599999999999,101.01599999999999,1,1,0.8129999999999882
2023_04,hamilton,5,102.113,101.65,101.17699999999999,101.17699999999999,1,1,0.9739999999999895
2023_04,alonso,6,101.72,101.37,101.253,101.253,1,1,1.0499999999999972
2023_04,norris,7,102.154,101.485,101.281,101.281,1,1,1.078000000000003
2023_04,tsunoda,8,102.23400000000001,101.569,101.581,101.569,1,1,1.3659999999999997
2023_04,stroll,9,102.524,101.576,101.61099999999999,101.576,1,1,1.3729999999999905
2023_04,piastri,10,102.455,101.636,101.61099999999999,101.61099999999999,1,1,1.407999999999987
2023_04,russell,11,102.07300000000001,101.654,,101.654,1,0,1.4509999999999934
2023_04,ocon,12,102.622,101.798,,101.798,1,0,1.5949999999999989
2023_04,albon,13,102.17099999999999,101.818,,101.818,1,0,1.6149999999999949
2023_04,bottas,14,102.582,102.259,,102.259,1,0,2.0559999999999974
2023_04,sargeant,15,102.24199999999999,102.39500000000001,,102.24199999999999,1,0,2.0389999999999873
2023_04,zhou,16,102.642,,,102.642,0,0,2.438999999999993
2023_04,hulkenberg,17,102.755,,,102.755,0,0,2.5519999999999925
2023_04,kevin_magnussen,18,103.417,,,103.417,0,0,3.2139999999999986
2023_04,gasly,19,104.85300000000001,,,104.85300000000001,0,0,4.650000000000006
2023_04,de_vries,20,115.282,,,115.282,0,0,15.078999999999994
2023_05,perez,1,87.713,87.328,86.84100000000001,86.84100000000001,1,1,0.027000000000015234
2023_05,alonso,2,88.179,87.09700000000001,87.202,87.09700000000001,1,1,0.28300000000001546
2023_05,sainz,3,87.686,87.148,87.349,87.148,1,1,0.3340000000000032
2023_05,kevin_magnussen,4,87.809,87.673,87.767,87.673,1,1,0.8590000000000089
2023_05,gasly,5,88.061,87.612,87.786,87.612,1,1,0.7980000000000018
2023_05,russell,6,88.086,87.743,87.804,87.743,1,1,0.929000000000002
2023_05,leclerc,7,87.713,86.964,87.861,86.964,1,1,0.15000000000000568
2023_05,ocon,8,87.872,87.444,87.935,87.444,1,1,0.6300000000000097
2023_05,max_verstappen,9,87.363,86.814,,86.814,1,0,0.0
2023_05,bottas,10,87.864,87.564,,87.564,1,0,0.75
2023_05,albon,11,88.23400000000001,87.795,,87.795,1,0,0.9810000000000088
2023_05,hulkenberg,12,87.945,87.90299999999999,,87.90299999999999,1,0,1.0889999999999986
2023_05,hamilton,13,87.846,87.975,,87.846,1,0,1.0320000000000107
2023_05,zhou,14,88.18,88.09100000000001,,88.09100000000001,1,0,1.2770000000000152
2023_05,de_vries,15,88.325,88.395,,88.325,1,0,1.51100000000001
2023_05,norris,16,88.394,,,88.394,0,0,1.5800000000000125
2023_05,tsunoda,17,88.429,,,88.429,0,0,1.615000000000009
2023_05,stroll,18,88.476,,,88.476,0,0,1.6620000000000061
2023_05,piastri,19,88.48400000000001,,,88.48400000000001,0,0,1.670000000000016
2023_05,sargeant,20,88.577,,,88.577,0,0,1.7630000000000052
2023_06,max_verstappen,1,72.386,71.908,71.365,71.365,1,1,0.0
2023_06,alonso,2,72.886,72.107,71.449,71.449,1,1,0.08400000000000318
2023_06,leclerc,3,72.912,72.103,71.471,71.471,1,1,0.10600000000000875
2023_06,ocon,4,72.967,72.248,71.553,71.553,1,1,0.1880000000000024
2023_06,sainz,5,72.717,72.21000000000001,71.63,71.63,1,1,0.26500000000000057
2023_06,hamilton,6,72.872,72.156,71.725,71.725,1,1,0.35999999999999943
2023_06,gasly,7,73.033,72.169,71.93299999999999,71.93299999999999,1,1,0.5679999999999978
2023_06,russell,8,72.769,72.151,71.964,71.964,1,1,0.5990000000000038
2023_06,tsunoda,9,72.642,72.249,72.082,72.082,1,1,0.7169999999999987
2023_06,norris,10,72.877,72.377,72.254,72.254,1,1,0.88900000000001
2023_06,piastri,11,73.006,72.395,,72.395,1,0,1.0300000000000011
2023_06,de_vries,12,73.054,72.428,,72.428,1,0,1.0630000000000024
2023_06,albon,13,72.706,72.527,,72.527,1,0,1.1620000000000061
2023_06,stroll,14,72.722,72.623,,72.623,1,0,1.2580000000000098
2023_06,bottas,15,73.038,72.625,,72.625,1,0,1.2600000000000051
2023_06,sargeant,16,73.113,,,73.113,0,0,1.7480000000000047
2023_06,kevin_magnussen,17,73.27,,,73.27,0,0,1.9050000000000011
2023_06,hulkenberg,18,73.279,,,73.279,0,0,1.9140000000000015
2023_06,zhou,19,73.523,,,73.523,0,0,2.1580000000000013
2023_06,perez,20,73.85,,,73.85,0,0,2.4849999999999994
2023_07,max_verstappen,1,73.615,72.76,72.272,72.272,1,1,0.0
2023_07,sainz,2,73.411,72.78999999999999,72.734,72.734,1,1,0.4619999999999891
2023_07,norris,3,73.295,72.776,72.792,72.776,1,1,0.5039999999999907
2023_07,gasly,4,73.471,73.186,72.816,72.816,1,1,0.5439999999999969
2023_07,hamilton,5,72.937,72.999,72.818,72.818,1,1,0.5459999999999923
2023_07,stroll,6,73.766,73.082,72.994,72.994,1,1,0.7219999999999942
2023_07,ocon,7,73.43299999999999,73.001,73.083,73.001,1,1,0.7289999999999992
2023_07,hulkenberg,8,73.42,73.283,73.229,73.229,1,1,0.9569999999999936
2023_07,alonso,9,73.747,73.098,73.507,73.098,1,1,0.8259999999999934
2023_07,piastri,10,73.691,73.059,73.682,73.059,1,1,0.7869999999999919
2023_07,perez,11,73.874,73.334,,73.334,1,0,1.0619999999999976
2023_07,russell,12,73.326,73.447,,73.326,1,0,1.0539999999999878
2023_07,zhou,13,73.67699999999999,73.521,,73.521,1,0,1.2489999999999952
2023_07,de_vries,14,73.581,74.083,,73.581,1,0,1.3089999999999975
2023_07,tsunoda,15,73.862,74.477,,73.862,1,0,1.5899999999999892
2023_07,bottas,16,73.977,,,73.977,0,0,1.7049999999999983
2023_07,kevin_magnussen,17,74.042,,,74.042,0,0,1.769999999999996
2023_07,albon,18,74.063,,,74.063,0,0,1.7909999999999968
2023_07,leclerc,19,74.07900000000001,,,74.07900000000001,0,0,1.8070000000000022
2023_07,sargeant,20,74.699,,,74.699,0,0,2.4269999999999925
2023_08,max_verstappen,1,80.851,79.092,85.858,79.092,1,1,0.36700000000000443
2023_08,hulkenberg,2,82.73,80.305,87.102,80.305,1,1,1.5800000000000125
2023_08,alonso,3,81.481,79.776,87.286,79.776,1,1,1.051000000000002
2023_08,hamilton,4,81.554,80.426,87.627,80.426,1,1,1.7010000000000076
2023_08,russell,5,81.798,80.098,87.893,80.098,1,1,1.3730000000000047
2023_08,ocon,6,82.114,80.406,87.945,80.406,1,1,1.6810000000000116
2023_08,norris,7,81.998,79.34700000000001,88.04599999999999,79.34700000000001,1,1,0.6220000000000141
2023_08,sainz,8,82.248,79.856,89.294,79.856,1,1,1.1310000000000002
2023_08,piastri,9,82.19,79.65899999999999,91.349,79.65899999999999,1,1,0.9339999999999975
2023_08,albon,10,81.938,78.725,,78.725,1,0,0.0
2023_08,leclerc,11,81.843,80.615,,80.615,1,0,1.8900000000000006
